id,admin_country,admin_country_code,admin_name_field,admin_id_field,intersected_area_ha
2,Bolivia,BO,Mapiri,BO020607,94.70709875775032
178,Bolivia,BO,Puerto Villarroel,BO031205,21.317296289450447
202,Bolivia,BO,Nueva Esperanza,BO090501,134.1399782462928
380,Brasil,BR,Almeirim,1500503,1473.0756049268239
389,Brasil,BR,Pedra Branca do Amapari,1600154,77.0152190324873
394,Brasil,BR,Manaus,1302603,72.25697334713911
396,Brasil,BR,Maués,1302900,3809.447267478857
397,Brasil,BR,Lábrea,1302405,217.73191242789431
397,Brasil,BR,Porto Velho,1100205,444.3546418434343
398,Brasil,BR,Calçoene,1600204,430.00190165589083
398,Brasil,BR,Oiapoque,1600501,123.36970926639017
398,Brasil,BR,Pedra Branca do Amapari,1600154,67.63432599541129
398,Brasil,BR,Serra do Navio,1600055,27.458282059555273
398,Brasil,BR,Tartarugalzinho,1600709,468.4639516590924
401,Brasil,BR,Oriximiná,1505304,1097.2450915913705
404,Brasil,BR,Altamira,1500602,2085.0564725991803
404,Brasil,BR,São Félix do Xingu,1507300,522.7264302987855
411,Brasil,BR,Itaituba,1503606,39.27006711990101
428,Brasil,BR,Xambioá,1722107,54.1611402054161
433,Brasil,BR,Parauapebas,1505536,18.88594070487216
454,Brasil,BR,Oiapoque,1600501,109.80914465155855
458,Brasil,BR,Presidente Figueiredo,1303536,29.14739550955364
460,Brasil,BR,Itaituba,1503606,2702.0091719738225
460,Brasil,BR,Trairão,1508050,213.06714842490925
465,Brasil,BR,Jutaí,1302306,27.186210634663386
467,Brasil,BR,Itapuã do Oeste,1101104,1607.781143210901
469,Brasil,BR,Itaituba,1503606,21510.555691654394
469,Brasil,BR,Jacareacanga,1503754,1283.6236888970298
469,Brasil,BR,Maués,1302900,358.6828417430745
470,Brasil,BR,Manaus,1302603,303.4331166813788
474,Brasil,BR,Jutaí,1302306,26.592787339984266
475,Brasil,BR,Maués,1302900,10.265657015226534
498,Brasil,BR,Caracaraí,1400209,27.26437120305579
510,Brasil,BR,Borba,1300805,393.16827150206916
512,Brasil,BR,Itaituba,1503606,5.656847369458772
512,Brasil,BR,Jacareacanga,1503754,9400.686913307602
535,Brasil,BR,Maués,1302900,9.073733858926504
540,Brasil,BR,Altamira,1500602,142.62836111281035
541,Brasil,BR,Manicoré,1302702,40.791344759634775
543,Brasil,BR,Manaus,1302603,27.04537737972271
551,Brasil,BR,Altamira,1500602,71.03177483345178
551,Brasil,BR,Itaituba,1503606,87.74312752016633
551,Brasil,BR,Trairão,1508050,1081.777627930459
555,Brasil,BR,Almeirim,1500503,321.81039260094906
568,Brasil,BR,Altamira,1500602,42.73932113522365
569,Brasil,BR,Itaituba,1503606,9073.783523083735
569,Brasil,BR,Novo Progresso,1505031,359.14843610224955
571,Brasil,BR,Óbidos,1505106,27.257591681432515
572,Brasil,BR,Itaituba,1503606,1593.0240752339328
572,Brasil,BR,Trairão,1508050,311.3404455755932
579,Brasil,BR,Nova Bandeirantes,5106158,952.9511299598954
580,Brasil,BR,Colniza,5103254,27.541656183337444
581,Brasil,BR,Altamira,1500602,65.33397871186654
611,Brasil,BR,Canutama,1300904,35.916415694300944
617,Brasil,BR,Iranduba,1301852,157.89740134006598
617,Brasil,BR,Manacapuru,1302504,178.1128179645452
617,Brasil,BR,Manaus,1302603,3.047069657590932
635,Brasil,BR,Itaituba,1503606,149948.06790095588
635,Brasil,BR,Jacareacanga,1503754,29322.057517505986
635,Brasil,BR,Novo Progresso,1505031,3.015872502129402
643,Brasil,BR,Itaituba,1503606,20.9452482034485
643,Brasil,BR,Novo Progresso,1505031,939.1309611686839
648,Brasil,BR,Trairão,1508050,27.21642004399313
651,Brasil,BR,Itaituba,1503606,1397.2240915746027
651,Brasil,BR,Trairão,1508050,1581.0922813901113
653,Brasil,BR,Pindaré-Mirim,2108504,75.29243253679888
661,Brasil,BR,Ananindeua,1500800,67.68113104553099
661,Brasil,BR,Belém,1501402,0.009676713263440858
672,Brasil,BR,Alcântara,2100204,40.95323077040112
672,Brasil,BR,Carutapera,2102903,27.43955145825533
672,Brasil,BR,Cândido Mendes,2102606,240.30922591975116
672,Brasil,BR,Godofredo Viana,2104305,69.37383070873258
687,Brasil,BR,Ananindeua,1500800,10.592965591223718
706,Brasil,BR,Marabá,1504208,41.03183242000011
735,Colombia,CO,Guainía,94,129.84610196153153
744,Colombia,CO,Cauca,19,27.480884557355747
909,Ecuador,EC,YANTZAZA,1905,2.5360533373465124
934,Guyana_Francesa,GF,Roura,GF1310,2125.7208533983526
936,Guyana_Francesa,GF,Camopi,GF1356,304.94920337836436
936,Guyana_Francesa,GF,Saül,GF2352,43.46304491936825
940,Guyana_Francesa,GF,Saint-Élie,GF1358,46.39161569184966
942,Guyana_Francesa,GF,Saint-Laurent-du-Maroni,GF2311,1526.7938695149726
944,Guyana_Francesa,GF,Roura,GF1310,103.050491911206
945,Guyana_Francesa,GF,Maripasoula,GF2353,743.8670337757853
945,Guyana_Francesa,GF,Papaïchton,GF2362,465.966543395009
945,Guyana_Francesa,GF,Saül,GF2352,82.6953982160394
945,Suriname,SR,Sipaliwini,SR09,27.1031420655975
948,Guyana_Francesa,GF,Roura,GF1310,29.326498949448933
951,Guyana_Francesa,GF,Papaïchton,GF2362,53.248861670570804
956,Guyana,GY,Potaro-Siparuni,GY08,89.68130910748357
959,Peru,PE,MANU,1702,15.09635064089409
983,Peru,PE,REQUENA,1605,27.224244260497038
987,Peru,PE,TAMBOPATA,1701,1696.6875721894403
1005,Peru,PE,LA CONVENCION,0809,27.147621355226228
1021,Peru,PE,MARISCAL CACERES,2206,27.533915504592137
1041,Peru,PE,TAMBOPATA,1701,2977.871948981806
1073,Peru,PE,MANU,1702,12032.050814688813
1074,Peru,PE,LA CONVENCION,0809,27.147621355226228
1082,Peru,PE,TAMBOPATA,1701,22726.262221909845
1106,Peru,PE,LAMAS,2205,27.486595167907314
1324,Suriname,SR,Brokopondo,SR01,1186.5985141624035
1327,Suriname,SR,Brokopondo,SR01,226.66986235387438
1334,Venezuela,VE,Barceloneta,VE070702,8313.776403113403
1335,Venezuela,VE,Dalla Costa,VE070902,85.23266025332114
1337,Venezuela,VE,Pedro Cova,VE070603,4120.969155044014
1337,Venezuela,VE,Sección Capital Roscio,VE070801,801.7046028644089
1337,Venezuela,VE,Sección Capital el Callao,VE070301,263.7384786500954
1339,Guyana,GY,Barima-Waini,GY01,217.8741084846371
1339,Guyana,GY,Cuyuni-Mazaruni,GY07,634.0977130143847
1339,Venezuela,VE,Almirante Luis Brión,VE100102,411.23766008714176
1339,Venezuela,VE,Dalla Costa,VE070902,9073.970769941723
1339,Venezuela,VE,Francisco Aniceto Lugo,VE100103,1565.368202265609
1339,Venezuela,VE,San Isidro,VE070903,24414.49635029102
1339,Venezuela,VE,Sección Capital Sifontes,VE070901,1730.1029576162477
1341,Venezuela,VE,Barceloneta,VE070702,295.7054696341693
1341,Venezuela,VE,Ikabaru,VE070402,47.99126218934209
1341,Venezuela,VE,Pedro Cova,VE070603,27.329749350724054
1341,Venezuela,VE,San Isidro,VE070903,91.96406409817463
1341,Venezuela,VE,Sección Capital Gran Sabana,VE070401,2331.1030595189523
1343,Venezuela,VE,Solano,VE020701,100.95816011955961
1348,Venezuela,VE,Yacapana,VE020202,3069.7400784362762
1350,Venezuela,VE,Ariapo,VE071002,350.45789406704773
1350,Venezuela,VE,Barceloneta,VE070702,173.1449004095866
1350,Venezuela,VE,Motiaco,VE071005,27.4329422702244
1367,Venezuela,VE,Barceloneta,VE070702,173.14489892446568
