id,admin_country,admin_country_code,admin_name_field,admin_id_field,intersected_area_ha
15,Bolivia,BO,Reyes,BO080301,13.03990016034797
29,Bolivia,BO,Magdalena,BO080801,27.413614104279468
82,Bolivia,BO,Mapiri,BO020607,54.46350521513866
109,Bolivia,BO,San Ignacio,BO080501,55.14289285618172
131,Bolivia,BO,TIOC-TIM,BO080901,27.59333248474399
147,Bolivia,BO,Magdalena,BO080801,27.43385730508602
172,Brasil,BR,Altamira,1500602,1269.56859065258
201,Brasil,BR,São Félix do Xingu,1507300,2027.9719329855905
228,Brasil,BR,Itaituba,1503606,85.68270037068804
228,Brasil,BR,Jacareacanga,1503754,46299.9205781627
231,Brasil,BR,Espigão D'Oeste,1100098,781.5842032207015
235,Brasil,BR,São José do Xingu,5107354,1.290840323644961
251,Brasil,BR,Itaituba,1503606,925.6723528558674
258,Brasil,BR,Querência,5107065,68.7882731672422
264,Brasil,BR,Anapu,1500859,2446.7563443393888
266,Brasil,BR,Chupinguaia,1100924,19.763075796419628
273,Brasil,BR,São Gabriel da Cachoeira,1303809,131.4881553400504
297,Brasil,BR,Guajará-Mirim,1100106,27.51392426631814
308,Brasil,BR,Alto Alegre,1400050,4216.606113436341
308,Brasil,BR,Amajari,1400027,2259.952646600208
308,Brasil,BR,Barcelos,1300409,41.18678687580462
308,Brasil,BR,Iracema,1400282,5991.694339196607
308,Brasil,BR,Mucajaí,1400308,3210.523402997582
308,Venezuela,VE,Ikabaru,VE070402,27.247011195034535
313,Brasil,BR,Nova Esperança do Piriá,1504950,13.405564417583548
313,Brasil,BR,Paragominas,1505502,14.094080364145798
325,Brasil,BR,Bom Jesus do Tocantins,1501576,56.353205543764574
342,Brasil,BR,Guajará-Mirim,1100106,70.91185830622098
366,Brasil,BR,Juína,5105150,33.97741603804182
406,Brasil,BR,Aripuanã,5101407,621.031786924797
442,Brasil,BR,Normandia,1400407,21.01866607939257
442,Brasil,BR,Uiramutã,1400704,94.82631680154878
445,Brasil,BR,Apiacás,5100805,41.092512340434304
446,Brasil,BR,Bannach,1501253,524.6694733442936
446,Brasil,BR,Cumaru do Norte,1502764,15118.371968044614
446,Brasil,BR,Ourilândia do Norte,1505437,30698.683668691374
446,Brasil,BR,São Félix do Xingu,1507300,41.1450594268015
446,Brasil,BR,Tucumã,1508084,150.00730503988558
449,Brasil,BR,Altamira,1500602,171.47287826206008
454,Brasil,BR,Vilhena,1100304,1256.9351231411626
462,Brasil,BR,Altamira,1500602,210.0121914888749
470,Brasil,BR,Pau D'Arco,1505551,7.276045360997922
470,Brasil,BR,Redenção,1506138,35.66677184106929
472,Brasil,BR,Boa Vista,1400100,27.069954746047298
499,Brasil,BR,Rondolândia,5107578,98.07509346939422
501,Brasil,BR,Jacareacanga,1503754,2533.1158055699675
516,Brasil,BR,Rondolândia,5107578,220.298721374345
523,Brasil,BR,Humaitá,1301704,27.241700310687342
523,Brasil,BR,Manicoré,1302702,1019.1936873094392
530,Brasil,BR,Novo Aripuanã,1303304,2260.987519419288
537,Colombia,CO,Putumayo,86,171.37180683246334
598,Colombia,CO,Guainía,94,178.92149631575055
650,Colombia,CO,Guainía,94,62.13614418712121
658,Colombia,CO,Guainía,94,143.51672905862387
704,Colombia,CO,Caquetá,18,27.100503546061653
721,Colombia,CO,Cauca,19,27.480884557355747
734,Colombia,CO,Vaupés,97,41.286336169159014
752,Colombia,CO,Guainía,94,143.1539546501748
784,Colombia,CO,Cauca,19,7.377511855764117
820,Ecuador,EC,CASCALES,2106,55.42334587498814
820,Ecuador,EC,LAGO AGRIO,2101,2.2082567808814133
851,Ecuador,EC,EL PANGUI,1906,2.109014746085224
851,Ecuador,EC,YANTZAZA,1905,16.014565493254718
858,Ecuador,EC,SANTIAGO,1405,83.27902986238678
884,Ecuador,EC,NANGARITZA,1903,79.24012217259602
887,Ecuador,EC,EL PANGUI,1906,24.555957933065912
905,Ecuador,EC,YANTZAZA,1905,264.20413319984846
919,Ecuador,EC,CASCALES,2106,14.367296694406974
919,Ecuador,EC,LAGO AGRIO,2101,9.85576326241785
1001,Ecuador,EC,LAGO AGRIO,2101,27.550271646601807
1030,Ecuador,EC,YACUAMBI,1904,27.1303011520673
1077,Ecuador,EC,CASCALES,2106,41.23099351214634
1082,Ecuador,EC,ZAMORA,1901,59.474632680816065
1110,Ecuador,EC,NANGARITZA,1903,48.49667883634177
1146,Ecuador,EC,NANGARITZA,1903,54.204168566462776
1169,Ecuador,EC,ZAMORA,1901,34.374281502538594
1184,Ecuador,EC,NANGARITZA,1903,37.956756339308356
1184,Ecuador,EC,PAQUISHA,1909,313.9977256504308
1344,Ecuador,EC,GUALAQUIZA,1402,22.46412528324168
1350,Ecuador,EC,ZAMORA,1901,61.151604433917285
1352,Ecuador,EC,YACUAMBI,1904,67.81553974158871
1406,Ecuador,EC,GUALAQUIZA,1402,40.59808015538639
1408,Ecuador,EC,GUALAQUIZA,1402,22.387965031516586
1408,Ecuador,EC,SAN JUAN BOSCO,1408,152.62044585156164
1438,Ecuador,EC,NANGARITZA,1903,33.32241745467495
1438,Ecuador,EC,PAQUISHA,1909,37.48360710624399
1443,Ecuador,EC,NANGARITZA,1903,56.41925152299474
1449,Ecuador,EC,NANGARITZA,1903,674.9814100550528
1458,Ecuador,EC,NANGARITZA,1903,41.70722685908355
1492,Ecuador,EC,EL PANGUI,1906,2.182701086731916
1493,Ecuador,EC,EL PANGUI,1906,91.57257742926015
1494,Ecuador,EC,EL PANGUI,1906,93.23038606906987
1497,Ecuador,EC,EL PANGUI,1906,131.82265089155953
1518,Guyana_Francesa,GF,Saint-Laurent-du-Maroni,GF2311,7.628162573828101
1532,Guyana_Francesa,GF,Maripasoula,GF2353,613.0560499460756
1533,Guyana_Francesa,GF,Roura,GF1310,41.25410490674669
1544,Guyana,GY,Cuyuni-Mazaruni,GY07,82.73006196787809
1548,Guyana,GY,Barima-Waini,GY01,1925.6500833226914
1551,Guyana,GY,Cuyuni-Mazaruni,GY07,121.59330714515811
1551,Venezuela,VE,San Isidro,VE070903,29.587310270877694
1552,Guyana,GY,Potaro-Siparuni,GY08,47.246349462292486
1552,Guyana,GY,Upper Takutu-Upper Essequibo,GY09,219.3489238520862
1571,Guyana,GY,Barima-Waini,GY01,224.88786362787863
1575,Guyana,GY,Barima-Waini,GY01,27.543344494724654
1576,Guyana,GY,Potaro-Siparuni,GY08,399.102449796805
1578,Guyana,GY,Cuyuni-Mazaruni,GY07,339.64308623843056
1592,Guyana,GY,Cuyuni-Mazaruni,GY07,1251.6873960683708
1594,Guyana,GY,Barima-Waini,GY01,77.28039510433497
1595,Guyana,GY,Potaro-Siparuni,GY08,199.10844433642816
1596,Guyana,GY,Cuyuni-Mazaruni,GY07,749.954774842908
1599,Guyana,GY,Cuyuni-Mazaruni,GY07,314.36114956643354
1606,Guyana,GY,Barima-Waini,GY01,75.97713500795759
1622,Guyana,GY,Potaro-Siparuni,GY08,573.7252224867625
1625,Guyana,GY,Potaro-Siparuni,GY08,857.0859771124552
1632,Guyana,GY,Cuyuni-Mazaruni,GY07,550.6626534573181
1632,Guyana,GY,Essequibo Islands-West Demerara,GY03,171.76223832104893
1641,Guyana,GY,Upper Demerara-Berbice,GY10,222.6326454770809
1642,Guyana,GY,Barima-Waini,GY01,407.33143240766725
1646,Guyana,GY,Cuyuni-Mazaruni,GY07,488.7980972801999
2275,Peru,PE,LA CONVENCION,0809,27.147621355226228
2416,Peru,PE,TAMBOPATA,1701,165.22425338912808
2417,Peru,PE,TAMBOPATA,1701,990.6233141244267
2418,Peru,PE,TAMBOPATA,1701,2003.7288825869732
2564,Peru,PE,CORONEL PORTILLO,2501,27.20541191553583
2578,Peru,PE,TAMBOPATA,1701,303.8326286271275
2618,Peru,PE,MANU,1702,70.7641734485336
2677,Peru,PE,MANU,1702,2734.4611769647063
2678,Peru,PE,MANU,1702,4528.704212759819
2709,Peru,PE,TAMBOPATA,1701,156.91234591680686
2790,Peru,PE,TAMBOPATA,1701,3285.8872053466425
2791,Peru,PE,TAMBOPATA,1701,197.3818831234214
2868,Peru,PE,MANU,1702,17.688391120374117
2917,Peru,PE,MANU,1702,694.8006332573497
2974,Peru,PE,MANU,1702,1.794846095961416
2975,Peru,PE,MANU,1702,3050.8650323869856
2976,Peru,PE,MANU,1702,1221.1374035406718
3080,Peru,PE,TAMBOPATA,1701,864.0068887888965
3434,Peru,PE,TAMBOPATA,1701,32.552577442777036
3560,Peru,PE,LAMAS,2205,27.470662410981294
3564,Peru,PE,TAMBOPATA,1701,92.65142759448582
3565,Peru,PE,MANU,1702,1277.7766858799087
3633,Peru,PE,TAMBOPATA,1701,92.65142759448582
3634,Peru,PE,MANU,1702,1277.7766858799087
3656,Peru,PE,REQUENA,1605,27.22424426049703
3675,Venezuela,VE,Pijiguaos,VE070206,81.3529479249389
3679,Venezuela,VE,Medio Ventuari,VE020602,27.072630437863875
3680,Venezuela,VE,Medio Ventuari,VE020602,27.05085482884886
3684,Venezuela,VE,Comunidad,VE020502,27.212160088390835
3686,Guyana,GY,Cuyuni-Mazaruni,GY07,687.777316758361
3686,Venezuela,VE,Dalla Costa,VE070902,1482.0830080928279
3686,Venezuela,VE,San Isidro,VE070903,164.8451634430583
3699,Venezuela,VE,Guainiamo,VE070204,281.52179213855635
3700,Guyana,GY,Barima-Waini,GY01,602.3802636637029
3700,Venezuela,VE,Sección Capital Sifontes,VE070901,3112.0570764773265
3702,Brasil,BR,Amajari,1400027,1.3345907179040906e-07
3702,Venezuela,VE,Barceloneta,VE070702,2707.920620950549
3702,Venezuela,VE,Ikabaru,VE070402,11549.269458403009
3702,Venezuela,VE,Sección Capital Gran Sabana,VE070401,159.70252128191322
3703,Guyana,GY,Cuyuni-Mazaruni,GY07,217.27150040170943
3703,Venezuela,VE,Barceloneta,VE070702,22950.34577067828
3703,Venezuela,VE,Dalla Costa,VE070902,12418.092878753168
3703,Venezuela,VE,Ikabaru,VE070402,2311.1736077427527
3703,Venezuela,VE,Pedro Cova,VE070603,4570.016938623294
3703,Venezuela,VE,San Isidro,VE070903,33355.413819868016
3703,Venezuela,VE,Sección Capital Gran Sabana,VE070401,6774.269523072467
3704,Venezuela,VE,Ascensión Farreras,VE070203,27.553673002120462
3705,Venezuela,VE,Ariapo,VE071002,353.00609243042754
3705,Venezuela,VE,Barceloneta,VE070702,105.40637533188648
3708,Venezuela,VE,Sierra Parima,VE020105,1107.1741244769075
3713,Venezuela,VE,Solano,VE020701,142.40496185801004
3714,Venezuela,VE,Mavaca,VE020104,314.6235334920203
3715,Venezuela,VE,Medio Ventuari,VE020602,341.7192031216976
3716,Venezuela,VE,Guayapo,VE020404,142.55343012387036
3723,Venezuela,VE,Yacapana,VE020202,6464.266779915147
