id,admin_country,admin_country_code,admin_name_field,admin_id_field,intersected_area_ha
15,Bolivia,BO,Reyes,BO080301,13.03990016034797
29,Bolivia,BO,Magdalena,BO080801,27.413614104279468
82,Bolivia,BO,Mapiri,BO020607,54.46350521513866
109,Bolivia,BO,San Ignacio,BO080501,55.14289285618172
172,Brasil,BR,Altamira,1500602,987.4517110417625
201,Brasil,BR,São Félix do Xingu,1507300,1897.1923171980968
228,Brasil,BR,Itaituba,1503606,82.51047416129182
228,Brasil,BR,Jacareacanga,1503754,42258.41313123799
231,Brasil,BR,Espigão D'Oeste,1100098,698.2070853198554
235,Brasil,BR,São José do Xingu,5107354,1.2908403236564967
251,Brasil,BR,Itaituba,1503606,872.955291703667
258,Brasil,BR,Querência,5107065,68.7882731672422
264,Brasil,BR,Anapu,1500859,2382.046088218591
266,Brasil,BR,Chupinguaia,1100924,19.763075796419628
273,Brasil,BR,São Gabriel da Cachoeira,1303809,68.0819200248304
297,Brasil,BR,Guajará-Mirim,1100106,27.51392426631814
308,Brasil,BR,Alto Alegre,1400050,2125.3562328092703
308,Brasil,BR,Amajari,1400027,1155.652757412145
308,Brasil,BR,Barcelos,1300409,41.18678687580462
308,Brasil,BR,Iracema,1400282,3817.001838402603
308,Brasil,BR,Mucajaí,1400308,2101.943915569907
308,Venezuela,VE,Ikabaru,VE070402,27.247011195034535
313,Brasil,BR,Nova Esperança do Piriá,1504950,13.405564417583548
313,Brasil,BR,Paragominas,1505502,14.094080364145798
325,Brasil,BR,Bom Jesus do Tocantins,1501576,56.353205543764574
342,Brasil,BR,Guajará-Mirim,1100106,70.91185830622098
366,Brasil,BR,Juína,5105150,33.97741603804182
406,Brasil,BR,Aripuanã,5101407,449.34662904568
442,Brasil,BR,Normandia,1400407,21.01866607939257
442,Brasil,BR,Uiramutã,1400704,67.73102690504587
445,Brasil,BR,Apiacás,5100805,27.396088460724144
446,Brasil,BR,Bannach,1501253,462.1401217392704
446,Brasil,BR,Cumaru do Norte,1502764,12935.773570429841
446,Brasil,BR,Ourilândia do Norte,1505437,26641.078531545554
446,Brasil,BR,Tucumã,1508084,138.28288118609242
449,Brasil,BR,Altamira,1500602,171.4728782620545
454,Brasil,BR,Vilhena,1100304,1085.6255581316398
462,Brasil,BR,Altamira,1500602,155.8142244283587
470,Brasil,BR,Pau D'Arco,1505551,7.276045360997922
470,Brasil,BR,Redenção,1506138,35.66677171409958
472,Brasil,BR,Boa Vista,1400100,27.069954746047298
501,Brasil,BR,Jacareacanga,1503754,2464.519016118237
516,Brasil,BR,Rondolândia,5107578,220.29872335879392
523,Brasil,BR,Humaitá,1301704,27.241700310687342
523,Brasil,BR,Manicoré,1302702,689.3684148652537
530,Brasil,BR,Novo Aripuanã,1303304,2145.5837923058593
537,Colombia,CO,Putumayo,86,171.37180683246334
598,Colombia,CO,Guainía,94,81.67719101507302
650,Colombia,CO,Guainía,94,62.136149695049795
658,Colombia,CO,Guainía,94,129.84610196153153
721,Colombia,CO,Cauca,19,27.480884557355747
734,Colombia,CO,Vaupés,97,41.286336169159014
752,Colombia,CO,Guainía,94,88.62974216975937
784,Colombia,CO,Cauca,19,7.377511855764117
851,Ecuador,EC,EL PANGUI,1906,2.1090147460604776
851,Ecuador,EC,YANTZAZA,1905,13.377082848077238
858,Ecuador,EC,SANTIAGO,1405,69.74407510899835
884,Ecuador,EC,NANGARITZA,1903,61.573657043178756
887,Ecuador,EC,EL PANGUI,1906,24.555957933065912
905,Ecuador,EC,YANTZAZA,1905,237.11286959107557
1082,Ecuador,EC,ZAMORA,1901,40.68717165077221
1110,Ecuador,EC,NANGARITZA,1903,45.445944699035756
1146,Ecuador,EC,NANGARITZA,1903,25.217616468656225
1184,Ecuador,EC,NANGARITZA,1903,37.247161071260706
1184,Ecuador,EC,PAQUISHA,1909,228.30441655428237
1352,Ecuador,EC,YACUAMBI,1904,40.69175893253875
1408,Ecuador,EC,SAN JUAN BOSCO,1408,43.222719033127014
1443,Ecuador,EC,NANGARITZA,1903,28.077538313244283
1449,Ecuador,EC,NANGARITZA,1903,381.134038464308
1458,Ecuador,EC,NANGARITZA,1903,32.1921682142912
1493,Ecuador,EC,EL PANGUI,1906,74.10065992353687
1497,Ecuador,EC,EL PANGUI,1906,42.726263846246574
1532,Guyana_Francesa,GF,Maripasoula,GF2353,426.4952369376823
1533,Guyana_Francesa,GF,Roura,GF1310,41.25410490674669
1544,Guyana,GY,Cuyuni-Mazaruni,GY07,54.3465845645254
1548,Guyana,GY,Barima-Waini,GY01,1742.8544650552344
1551,Guyana,GY,Cuyuni-Mazaruni,GY07,121.59068700362621
1551,Venezuela,VE,San Isidro,VE070903,29.58731023984235
1552,Guyana,GY,Potaro-Siparuni,GY08,37.53123938366043
1552,Guyana,GY,Upper Takutu-Upper Essequibo,GY09,219.34891276473604
1571,Guyana,GY,Barima-Waini,GY01,210.03246066154227
1575,Guyana,GY,Barima-Waini,GY01,27.543344494724654
1576,Guyana,GY,Potaro-Siparuni,GY08,369.3908738021986
1578,Guyana,GY,Cuyuni-Mazaruni,GY07,291.81921352743353
1592,Guyana,GY,Cuyuni-Mazaruni,GY07,1079.1567277531942
1594,Guyana,GY,Barima-Waini,GY01,35.88292137727875
1595,Guyana,GY,Potaro-Siparuni,GY08,150.81741954863762
1596,Guyana,GY,Cuyuni-Mazaruni,GY07,698.9081238322634
1599,Guyana,GY,Cuyuni-Mazaruni,GY07,185.65494746705912
1606,Guyana,GY,Barima-Waini,GY01,75.97713500795759
1622,Guyana,GY,Potaro-Siparuni,GY08,489.3050565328499
1625,Guyana,GY,Potaro-Siparuni,GY08,756.0709831799322
1632,Guyana,GY,Cuyuni-Mazaruni,GY07,495.3905173858731
1632,Guyana,GY,Essequibo Islands-West Demerara,GY03,161.97570622389878
1641,Guyana,GY,Upper Demerara-Berbice,GY10,215.77245824154048
1642,Guyana,GY,Barima-Waini,GY01,363.0417966407343
1646,Guyana,GY,Cuyuni-Mazaruni,GY07,416.324607296462
2275,Peru,PE,LA CONVENCION,0809,27.147621355226228
2416,Peru,PE,TAMBOPATA,1701,157.4243624007103
2417,Peru,PE,TAMBOPATA,1701,842.012697812561
2418,Peru,PE,TAMBOPATA,1701,1656.4423727909855
2564,Peru,PE,CORONEL PORTILLO,2501,27.20541191553583
2578,Peru,PE,TAMBOPATA,1701,276.4180067736905
2618,Peru,PE,MANU,1702,70.7641734485336
2677,Peru,PE,MANU,1702,2633.3983409726843
2678,Peru,PE,MANU,1702,4522.09112621397
2709,Peru,PE,TAMBOPATA,1701,151.6203788357969
2790,Peru,PE,TAMBOPATA,1701,3081.7559365879433
2791,Peru,PE,TAMBOPATA,1701,197.38188312153352
2868,Peru,PE,MANU,1702,17.688391120374117
2917,Peru,PE,MANU,1702,462.23654124447944
2974,Peru,PE,MANU,1702,1.794846095961416
2975,Peru,PE,MANU,1702,2923.5885991819173
2976,Peru,PE,MANU,1702,1166.2345505016933
3080,Peru,PE,TAMBOPATA,1701,698.6317486782964
3434,Peru,PE,TAMBOPATA,1701,7.149853219658429
3560,Peru,PE,LAMAS,2205,27.470662410981294
3564,Peru,PE,TAMBOPATA,1701,92.65142759448582
3565,Peru,PE,MANU,1702,1018.4319620849752
3633,Peru,PE,TAMBOPATA,1701,92.65142759448582
3634,Peru,PE,MANU,1702,1018.4319620849752
3656,Peru,PE,REQUENA,1605,27.22424426049703
3675,Venezuela,VE,Pijiguaos,VE070206,81.3529479249389
3679,Venezuela,VE,Medio Ventuari,VE020602,27.072630437863868
3680,Venezuela,VE,Medio Ventuari,VE020602,27.050854828848852
3686,Guyana,GY,Cuyuni-Mazaruni,GY07,677.446107479835
3686,Venezuela,VE,Dalla Costa,VE070902,1313.5958623027716
3686,Venezuela,VE,San Isidro,VE070903,164.84516331635322
3699,Venezuela,VE,Guainiamo,VE070204,219.3791633128559
3700,Guyana,GY,Barima-Waini,GY01,452.71720556630856
3700,Venezuela,VE,Sección Capital Sifontes,VE070901,2553.582656662531
3702,Brasil,BR,Amajari,1400027,1.3345907179040906e-07
3702,Venezuela,VE,Barceloneta,VE070702,2582.0371698617864
3702,Venezuela,VE,Ikabaru,VE070402,10972.615550127302
3702,Venezuela,VE,Sección Capital Gran Sabana,VE070401,152.13469325452147
3703,Guyana,GY,Cuyuni-Mazaruni,GY07,162.96783784021034
3703,Venezuela,VE,Barceloneta,VE070702,21360.7006441806
3703,Venezuela,VE,Dalla Costa,VE070902,11196.766343876927
3703,Venezuela,VE,Ikabaru,VE070402,2095.0379587016796
3703,Venezuela,VE,Pedro Cova,VE070603,4370.000324912334
3703,Venezuela,VE,San Isidro,VE070903,30885.340170690506
3703,Venezuela,VE,Sección Capital Gran Sabana,VE070401,6101.835278815603
3704,Venezuela,VE,Ascensión Farreras,VE070203,27.553673002120462
3705,Venezuela,VE,Ariapo,VE071002,311.7961123233304
3705,Venezuela,VE,Barceloneta,VE070702,103.30533321011822
3708,Venezuela,VE,Sierra Parima,VE020105,940.7476847619064
3713,Venezuela,VE,Solano,VE020701,142.40496181130138
3714,Venezuela,VE,Mavaca,VE020104,68.73464074907933
3715,Venezuela,VE,Medio Ventuari,VE020602,313.0208284657282
3723,Venezuela,VE,Yacapana,VE020202,5264.744228521008
